A;B;mag1;mag2;couple_mag;union_product;commun_reappro1
183;3;183;3;(183, 3);114;79
183;84;183;84;(183, 84);131;78
183;179;183;179;(183, 179);121;78
183;152;183;152;(183, 152);112;69
183;61;183;61;(183, 61);127;77
183;63;183;63;(183, 63);112;73
183;142;183;142;(183, 142);118;78
183;191;191;183;(183, 191);114;76
183;10;183;10;(183, 10);117;79
183;89;183;89;(183, 89);131;76
183;187;187;183;(183, 187);115;79
183;174;183;174;(183, 174);114;79
183;297;297;183;(183, 297);116;79
183;39;183;39;(183, 39);113;79
183;185;185;183;(183, 185);114;79
183;115;183;115;(183, 115);114;79
183;78;183;78;(183, 78);108;78
183;4;183;4;(183, 4);113;78
183;189;189;183;(183, 189);127;79
183;199;199;183;(183, 199);108;79
183;25;183;25;(183, 25);107;79
183;51;183;51;(183, 51);114;77
183;294;294;183;(183, 294);117;79
183;298;298;183;(183, 298);114;78
183;146;183;146;(183, 146);117;76
183;59;183;59;(183, 59);116;79
183;30;183;30;(183, 30);112;79
183;159;183;159;(183, 159);112;79
183;23;183;23;(183, 23);131;79
183;26;183;26;(183, 26);109;78
183;72;183;72;(183, 72);114;79
183;155;183;155;(183, 155);118;79
183;18;183;18;(183, 18);110;79
183;88;183;88;(183, 88);133;79
183;194;194;183;(183, 194);111;78
183;180;183;180;(183, 180);111;79
183;293;293;183;(183, 293);122;77
183;173;183;173;(183, 173);125;79
116;186;186;116;(116, 186);124;79
116;184;184;116;(116, 184);123;79
116;178;178;116;(116, 178);119;79
116;188;188;116;(116, 188);118;79
116;157;157;116;(116, 157);120;79
116;54;116;54;(116, 54);130;82
116;15;116;15;(116, 15);119;82
116;156;156;116;(116, 156);134;76
116;11;116;11;(116, 11);120;79
116;73;116;73;(116, 73);122;79
116;169;169;116;(116, 169);120;79
116;16;116;16;(116, 16);126;75
116;64;116;64;(116, 64);118;76
116;56;116;56;(116, 56);118;79
116;47;116;47;(116, 47);120;79
116;193;193;116;(116, 193);123;79
116;29;116;29;(116, 29);135;79
116;151;151;116;(116, 151);138;78
116;175;175;116;(116, 175);119;78
116;150;150;116;(116, 150);139;82
116;158;158;116;(116, 158);118;79
116;55;116;55;(116, 55);134;79
116;148;148;116;(116, 148);121;77
116;176;176;116;(116, 176);133;79
116;182;182;116;(116, 182);127;63
116;36;116;36;(116, 36);120;74
116;153;153;116;(116, 153);124;77
116;71;116;71;(116, 71);141;79
116;177;177;116;(116, 177);122;77
116;163;163;116;(116, 163);122;82
116;14;116;14;(116, 14);121;78
116;166;166;116;(116, 166);118;79
116;117;117;116;(116, 117);120;82
116;41;116;41;(116, 41);123;79
116;32;116;32;(116, 32);121;79
116;145;145;116;(116, 145);119;79
116;22;116;22;(116, 22);121;82
116;13;116;13;(116, 13);123;79
116;205;205;116;(116, 205);121;52
116;6;116;6;(116, 6);120;73
116;130;130;116;(116, 130);124;79
116;45;116;45;(116, 45);122;78
116;46;116;46;(116, 46);121;82
116;164;164;116;(116, 164);121;77
116;27;116;27;(116, 27);118;79
116;67;116;67;(116, 67);119;82
116;12;116;12;(116, 12);122;82
116;112;116;112;(116, 112);118;78
116;154;154;116;(116, 154);121;79
116;162;162;116;(116, 162);125;79
116;76;116;76;(116, 76);131;75
116;3;116;3;(116, 3);123;79
116;84;116;84;(116, 84);137;81
116;179;179;116;(116, 179);132;78
116;152;152;116;(116, 152);120;72
116;61;116;61;(116, 61);131;77
116;63;116;63;(116, 63);123;73
116;142;142;116;(116, 142);128;78
116;191;191;116;(116, 191);121;76
116;10;116;10;(116, 10);125;82
116;89;116;89;(116, 89);139;76
116;187;187;116;(116, 187);122;79
116;174;174;116;(116, 174);123;79
116;297;297;116;(116, 297);123;79
116;39;116;39;(116, 39);121;79
116;185;185;116;(116, 185);120;81
116;115;116;115;(116, 115);122;79
116;78;116;78;(116, 78);119;78
116;4;116;4;(116, 4);120;78
116;189;189;116;(116, 189);133;79
116;199;199;116;(116, 199);119;79
116;25;116;25;(116, 25);118;79
116;51;116;51;(116, 51);120;80
116;294;294;116;(116, 294);124;79
116;298;298;116;(116, 298);122;78
116;146;146;116;(116, 146);125;76
116;59;116;59;(116, 59);123;79
116;30;116;30;(116, 30);121;80
116;159;159;116;(116, 159);123;79
116;23;116;23;(116, 23);136;82
116;26;116;26;(116, 26);118;78
116;72;116;72;(116, 72);121;79
116;155;155;116;(116, 155);125;79
116;18;116;18;(116, 18);121;79
116;88;116;88;(116, 88);137;82
116;194;194;116;(116, 194);118;78
116;180;180;116;(116, 180);121;79
116;293;293;116;(116, 293);132;77
116;173;173;116;(116, 173);130;79
186;184;186;184;(186, 184);117;80
186;178;186;178;(186, 178);119;79
186;188;188;186;(186, 188);117;79
186;157;186;157;(186, 157);118;82
186;54;186;54;(186, 54);132;81
186;15;186;15;(186, 15);121;80
186;156;186;156;(186, 156);134;77
186;11;186;11;(186, 11);115;81
186;73;186;73;(186, 73);115;79
186;169;186;169;(186, 169);114;80
186;16;186;16;(186, 16);125;77
186;64;186;64;(186, 64);118;78
186;56;186;56;(186, 56);116;79
186;47;186;47;(186, 47);117;80
186;193;193;186;(186, 193);119;79
186;29;186;29;(186, 29);132;79
186;151;186;151;(186, 151);135;79
186;175;186;175;(186, 175);120;80
186;150;186;150;(186, 150);137;80
186;158;186;158;(186, 158);115;80
186;55;186;55;(186, 55);130;79
186;148;186;148;(186, 148);120;77
186;176;186;176;(186, 176);132;80
186;182;186;182;(186, 182);124;64
186;36;186;36;(186, 36);120;75
186;153;186;153;(186, 153);121;76
186;71;186;71;(186, 71);139;79
186;177;186;177;(186, 177);122;78
186;163;186;163;(186, 163);120;80
186;14;186;14;(186, 14);118;80
186;166;186;166;(186, 166);118;80
186;117;186;117;(186, 117);120;80
186;41;186;41;(186, 41);121;80
186;32;186;32;(186, 32);119;81
186;145;186;145;(186, 145);120;81
186;22;186;22;(186, 22);120;81
186;13;186;13;(186, 13);119;81
186;205;205;186;(186, 205);121;52
186;6;186;6;(186, 6);117;73
186;130;186;130;(186, 130);116;80
186;45;186;45;(186, 45);116;79
186;46;186;46;(186, 46);120;81
186;164;186;164;(186, 164);117;78
186;27;186;27;(186, 27);118;81
186;67;186;67;(186, 67);117;80
186;12;186;12;(186, 12);116;79
186;112;186;112;(186, 112);118;78
186;154;186;154;(186, 154);121;81
186;162;186;162;(186, 162);119;80
186;76;186;76;(186, 76);129;75
186;3;186;3;(186, 3);120;81
186;84;186;84;(186, 84);133;79
186;179;186;179;(186, 179);129;78
186;152;186;152;(186, 152);116;69
186;61;186;61;(186, 61);130;78
186;63;186;63;(186, 63);118;74
186;142;186;142;(186, 142);124;80
186;191;191;186;(186, 191);121;76
186;10;186;10;(186, 10);117;81
186;89;186;89;(186, 89);134;78
186;187;187;186;(186, 187);118;79
186;174;186;174;(186, 174);120;79
186;297;297;186;(186, 297);121;79
186;39;186;39;(186, 39);121;79
186;185;186;185;(186, 185);120;80
186;115;186;115;(186, 115);117;79
186;78;186;78;(186, 78);115;78
186;4;186;4;(186, 4);119;78
186;189;189;186;(186, 189);133;81
186;199;199;186;(186, 199);117;81
186;25;186;25;(186, 25);115;79
186;51;186;51;(186, 51);117;78
186;294;294;186;(186, 294);124;81
186;298;298;186;(186, 298);121;80
186;146;186;146;(186, 146);124;76
186;59;186;59;(186, 59);123;79
186;30;186;30;(186, 30);117;81
186;159;186;159;(186, 159);118;79
186;23;186;23;(186, 23);132;80
186;26;186;26;(186, 26);118;78
186;72;186;72;(186, 72);120;80
186;155;186;155;(186, 155);119;81
186;18;186;18;(186, 18);117;79
186;88;186;88;(186, 88);135;79
186;194;194;186;(186, 194);121;78
186;180;186;180;(186, 180);119;79
186;293;293;186;(186, 293);129;80
186;173;186;173;(186, 173);130;81
184;178;184;178;(184, 178);115;79
184;188;188;184;(184, 188);108;79
184;157;184;157;(184, 157);116;80
184;54;184;54;(184, 54);126;80
184;15;184;15;(184, 15);120;79
184;156;184;156;(184, 156);134;76
184;11;184;11;(184, 11);109;80
184;73;184;73;(184, 73);105;79
184;169;184;169;(184, 169);104;80
184;16;184;16;(184, 16);122;76
184;64;184;64;(184, 64);115;77
184;56;184;56;(184, 56);112;79
184;47;184;47;(184, 47);114;80
184;193;193;184;(184, 193);116;79
184;29;184;29;(184, 29);131;79
184;151;184;151;(184, 151);129;78
184;175;184;175;(184, 175);116;79
184;150;184;150;(184, 150);139;80
184;158;184;158;(184, 158);111;80
184;55;184;55;(184, 55);126;79
184;148;184;148;(184, 148);114;77
184;176;184;176;(184, 176);129;79
184;182;184;182;(184, 182);124;63
184;36;184;36;(184, 36);114;75
184;153;184;153;(184, 153);117;76
184;71;184;71;(184, 71);136;79
184;177;184;177;(184, 177);118;77
184;163;184;163;(184, 163);120;80
184;14;184;14;(184, 14);106;79
184;166;184;166;(184, 166);108;80
184;117;184;117;(184, 117);113;79
184;41;184;41;(184, 41);116;80
184;32;184;32;(184, 32);111;80
184;145;184;145;(184, 145);116;80
184;22;184;22;(184, 22);119;80
184;13;184;13;(184, 13);116;80
184;205;205;184;(184, 205);115;52
184;6;184;6;(184, 6);114;73
184;130;184;130;(184, 130);107;79
184;45;184;45;(184, 45);113;79
184;46;184;46;(184, 46);119;80
184;164;184;164;(184, 164);108;78
184;27;184;27;(184, 27);116;79
184;67;184;67;(184, 67);117;80
184;12;184;12;(184, 12);107;79
184;112;184;112;(184, 112);116;78
184;154;184;154;(184, 154);118;80
184;162;184;162;(184, 162);118;80
184;76;184;76;(184, 76);127;75
184;3;184;3;(184, 3);115;80
184;84;184;84;(184, 84);131;79
184;179;184;179;(184, 179);117;78
184;152;184;152;(184, 152);108;69
184;61;184;61;(184, 61);128;78
184;63;184;63;(184, 63);106;73
184;142;184;142;(184, 142);120;79
184;191;191;184;(184, 191);116;76
184;10;184;10;(184, 10);116;80
184;89;184;89;(184, 89);131;76
184;187;187;184;(184, 187);111;79
184;174;184;174;(184, 174);116;79
184;297;297;184;(184, 297);117;79
184;39;184;39;(184, 39);110;79
184;185;185;184;(184, 185);118;80
184;115;184;115;(184, 115);115;79
184;78;184;78;(184, 78);112;78
184;4;184;4;(184, 4);117;78
184;189;189;184;(184, 189);130;80
184;199;199;184;(184, 199);113;80
184;25;184;25;(184, 25);112;79
184;51;184;51;(184, 51);117;77
184;294;294;184;(184, 294);119;80
184;298;298;184;(184, 298);117;79
184;146;184;146;(184, 146);118;76
184;59;184;59;(184, 59);112;79
184;30;184;30;(184, 30);114;80
184;159;184;159;(184, 159);114;79
184;23;184;23;(184, 23);131;80
184;26;184;26;(184, 26);115;78
184;72;184;72;(184, 72);116;80
184;155;184;155;(184, 155);118;80
184;18;184;18;(184, 18);112;79
184;88;184;88;(184, 88);133;79
184;194;194;184;(184, 194);114;78
184;180;184;180;(184, 180);114;79
184;293;293;184;(184, 293);125;78
184;173;184;173;(184, 173);127;80
178;188;188;178;(178, 188);108;79
178;157;178;157;(178, 157);111;79
178;54;178;54;(178, 54);128;79
178;15;178;15;(178, 15);114;79
178;156;178;156;(178, 156);134;76
178;11;178;11;(178, 11);110;79
178;73;178;73;(178, 73);115;79
178;169;178;169;(178, 169);110;79
178;16;178;16;(178, 16);116;75
178;64;178;64;(178, 64);108;76
178;56;178;56;(178, 56);108;79
178;47;178;47;(178, 47);111;79
178;193;193;178;(178, 193);114;79
178;29;178;29;(178, 29);127;79
178;151;178;151;(178, 151);129;78
178;175;178;175;(178, 175);109;78
178;150;178;150;(178, 150);135;79
178;158;178;158;(178, 158);108;79
178;55;178;55;(178, 55);128;79
178;148;178;148;(178, 148);112;77
178;176;178;176;(178, 176);124;79
178;182;182;178;(178, 182);123;62
178;36;178;36;(178, 36);112;74
178;153;178;153;(178, 153);117;76
178;71;178;71;(178, 71);136;79
178;177;178;177;(178, 177);118;77
178;163;178;163;(178, 163);117;79
178;14;178;14;(178, 14);113;78
178;166;178;166;(178, 166);109;79
178;117;178;117;(178, 117);117;79
178;41;178;41;(178, 41);116;79
178;32;178;32;(178, 32);112;79
178;145;178;145;(178, 145);111;79
178;22;178;22;(178, 22);118;79
178;13;178;13;(178, 13);114;79
178;205;205;178;(178, 205);114;52
178;6;178;6;(178, 6);111;73
178;130;178;130;(178, 130);114;79
178;45;178;45;(178, 45);113;78
178;46;178;46;(178, 46);118;79
178;164;178;164;(178, 164);112;77
178;27;178;27;(178, 27);110;79
178;67;178;67;(178, 67);112;79
178;12;178;12;(178, 12);117;79
178;112;178;112;(178, 112);110;78
178;154;178;154;(178, 154);114;79
178;162;178;162;(178, 162);116;79
178;76;178;76;(178, 76);129;75
178;3;178;3;(178, 3);114;79
178;84;178;84;(178, 84);128;78
178;179;179;178;(178, 179);121;78
178;152;178;152;(178, 152);115;69
178;61;178;61;(178, 61);130;77
178;63;178;63;(178, 63);114;73
178;142;178;142;(178, 142);119;78
178;191;191;178;(178, 191);114;76
178;10;178;10;(178, 10);119;79
178;89;178;89;(178, 89);132;76
178;187;187;178;(178, 187);114;79
178;174;178;174;(178, 174);112;79
178;297;297;178;(178, 297);115;79
178;39;178;39;(178, 39);113;79
178;185;185;178;(178, 185);115;79
178;115;178;115;(178, 115);113;79
178;78;178;78;(178, 78);109;78
178;4;178;4;(178, 4);112;78
178;189;189;178;(178, 189);127;79
178;199;199;178;(178, 199);110;79
178;25;178;25;(178, 25);106;79
178;51;178;51;(178, 51);113;77
178;294;294;178;(178, 294);117;79
178;298;298;178;(178, 298);114;78
178;146;178;146;(178, 146);116;76
178;59;178;59;(178, 59);115;79
178;30;178;30;(178, 30);111;79
178;159;178;159;(178, 159);114;79
178;23;178;23;(178, 23);130;79
178;26;178;26;(178, 26);108;78
178;72;178;72;(178, 72);115;79
178;155;178;155;(178, 155);116;79
178;18;178;18;(178, 18);113;79
178;88;178;88;(178, 88);133;79
178;194;194;178;(178, 194);112;78
178;180;180;178;(178, 180);113;79
178;293;293;178;(178, 293);123;77
178;173;178;173;(178, 173);123;79
188;157;188;157;(188, 157);111;79
188;54;188;54;(188, 54);122;79
188;15;188;15;(188, 15);113;79
188;156;188;156;(188, 156);134;76
188;11;188;11;(188, 11);106;79
188;73;188;73;(188, 73);107;79
188;169;188;169;(188, 169);103;79
188;16;188;16;(188, 16);116;75
188;64;188;64;(188, 64);107;76
188;56;188;56;(188, 56);107;79
188;47;188;47;(188, 47);110;79
188;193;193;188;(188, 193);114;79
188;29;188;29;(188, 29);126;79
188;151;188;151;(188, 151);129;78
188;175;188;175;(188, 175);111;78
188;150;188;150;(188, 150);135;79
188;158;188;158;(188, 158);106;79
188;55;188;55;(188, 55);125;79
188;148;188;148;(188, 148);112;77
188;176;188;176;(188, 176);123;79
188;182;188;182;(188, 182);122;62
188;36;188;36;(188, 36);110;74
188;153;188;153;(188, 153);114;76
188;71;188;71;(188, 71);136;79
188;177;188;177;(188, 177);117;77
188;163;188;163;(188, 163);116;79
188;14;188;14;(188, 14);107;78
188;166;188;166;(188, 166);103;79
188;117;188;117;(188, 117);112;79
188;41;188;41;(188, 41);116;79
188;32;188;32;(188, 32);109;79
188;145;188;145;(188, 145);110;79
188;22;188;22;(188, 22);117;79
188;13;188;13;(188, 13);114;79
188;205;205;188;(188, 205);113;52
188;6;188;6;(188, 6);110;73
188;130;188;130;(188, 130);109;79
188;45;188;45;(188, 45);112;78
188;46;188;46;(188, 46);117;79
188;164;188;164;(188, 164);108;77
188;27;188;27;(188, 27);109;79
188;67;188;67;(188, 67);111;79
188;12;188;12;(188, 12);109;79
188;112;188;112;(188, 112);109;78
188;154;188;154;(188, 154);114;79
188;162;188;162;(188, 162);116;79
188;76;188;76;(188, 76);127;75
188;3;188;3;(188, 3);113;79
188;84;188;84;(188, 84);130;78
188;179;188;179;(188, 179);114;78
188;152;188;152;(188, 152);107;69
188;61;188;61;(188, 61);129;77
188;63;188;63;(188, 63);107;73
188;142;188;142;(188, 142);118;78
188;191;191;188;(188, 191);114;76
188;10;188;10;(188, 10);117;79
188;89;188;89;(188, 89);132;76
188;187;188;187;(188, 187);110;79
188;174;188;174;(188, 174);112;79
188;297;297;188;(188, 297);115;79
188;39;188;39;(188, 39);109;79
188;185;188;185;(188, 185);114;79
188;115;188;115;(188, 115);111;79
188;78;188;78;(188, 78);108;78
188;4;188;4;(188, 4);111;78
188;189;189;188;(188, 189);126;79
188;199;199;188;(188, 199);109;79
188;25;188;25;(188, 25);107;79
188;51;188;51;(188, 51);114;77
188;294;294;188;(188, 294);117;79
188;298;298;188;(188, 298);114;78
188;146;188;146;(188, 146);117;76
188;59;188;59;(188, 59);108;79
188;30;188;30;(188, 30);111;79
188;159;188;159;(188, 159);114;79
188;23;188;23;(188, 23);130;79
188;26;188;26;(188, 26);107;78
188;72;188;72;(188, 72);114;79
188;155;188;155;(188, 155);116;79
188;18;188;18;(188, 18);112;79
188;88;188;88;(188, 88);133;79
188;194;194;188;(188, 194);110;78
188;180;188;180;(188, 180);112;79
188;293;293;188;(188, 293);122;77
188;173;188;173;(188, 173);123;79
157;54;157;54;(157, 54);129;81
157;15;157;15;(157, 15);117;80
157;156;157;156;(157, 156);134;78
157;11;157;11;(157, 11);113;81
157;73;157;73;(157, 73);114;79
157;169;169;157;(157, 169);111;80
157;16;157;16;(157, 16);118;78
157;64;157;64;(157, 64);111;78
157;56;157;56;(157, 56);111;79
157;47;157;47;(157, 47);113;80
157;193;193;157;(157, 193);114;79
157;29;157;29;(157, 29);128;79
157;151;157;151;(157, 151);131;79
157;175;175;157;(157, 175);112;81
157;150;157;150;(157, 150);135;80
157;158;158;157;(157, 158);111;80
157;55;157;55;(157, 55);127;79
157;148;157;148;(157, 148);114;77
157;176;176;157;(157, 176);125;80
157;182;182;157;(157, 182);123;64
157;36;157;36;(157, 36);113;75
157;153;157;153;(157, 153);120;76
157;71;157;71;(157, 71);136;79
157;177;177;157;(157, 177);117;79
157;163;163;157;(157, 163);118;80
157;14;157;14;(157, 14);115;80
157;166;166;157;(157, 166);112;80
157;117;157;117;(157, 117);120;80
157;41;157;41;(157, 41);116;80
157;32;157;32;(157, 32);114;81
157;145;157;145;(157, 145);114;80
157;22;157;22;(157, 22);117;81
157;13;157;13;(157, 13);114;82
157;205;205;157;(157, 205);116;52
157;6;157;6;(157, 6);113;73
157;130;157;130;(157, 130);116;79
157;45;157;45;(157, 45);114;79
157;46;157;46;(157, 46);118;81
157;164;164;157;(157, 164);114;78
157;27;157;27;(157, 27);111;82
157;67;157;67;(157, 67);115;80
157;12;157;12;(157, 12);118;79
157;112;157;112;(157, 112);111;78
157;154;157;154;(157, 154);116;81
157;162;162;157;(157, 162);116;80
157;76;157;76;(157, 76);130;75
157;3;157;3;(157, 3);118;81
157;84;157;84;(157, 84);131;79
157;179;179;157;(157, 179);125;78
157;152;157;152;(157, 152);118;69
157;61;157;61;(157, 61);131;78
157;63;157;63;(157, 63);117;73
157;142;157;142;(157, 142);120;80
157;191;191;157;(157, 191);114;76
157;10;157;10;(157, 10);121;79
157;89;157;89;(157, 89);132;77
157;187;187;157;(157, 187);113;79
157;174;174;157;(157, 174);116;79
157;297;297;157;(157, 297);116;80
157;39;157;39;(157, 39);116;79
157;185;185;157;(157, 185);115;80
157;115;157;115;(157, 115);113;80
157;78;157;78;(157, 78);111;78
157;4;157;4;(157, 4);114;78
157;189;189;157;(157, 189);127;81
157;199;199;157;(157, 199);112;81
157;25;157;25;(157, 25);110;79
157;51;157;51;(157, 51);117;78
157;294;294;157;(157, 294);119;81
157;298;298;157;(157, 298);117;80
157;146;157;146;(157, 146);118;76
157;59;157;59;(157, 59);118;79
157;30;157;30;(157, 30);115;81
157;159;159;157;(157, 159);118;79
157;23;157;23;(157, 23);132;80
157;26;157;26;(157, 26);111;78
157;72;157;72;(157, 72);114;81
157;155;157;155;(157, 155);116;80
157;18;157;18;(157, 18);114;79
157;88;157;88;(157, 88);133;79
157;194;194;157;(157, 194);114;78
157;180;180;157;(157, 180);114;79
157;293;293;157;(157, 293);125;80
157;173;173;157;(157, 173);125;81
54;15;54;15;(54, 15);128;83
54;156;156;54;(54, 156);139;76
54;11;54;11;(54, 11);125;82
54;73;73;54;(54, 73);125;79
54;169;169;54;(54, 169);124;80
54;16;54;16;(54, 16);131;78
54;64;64;54;(54, 64);127;79
54;56;56;54;(54, 56);127;80
54;47;54;47;(54, 47);127;81
54;193;193;54;(54, 193);131;79
54;29;54;29;(54, 29);135;79
54;151;151;54;(54, 151);136;80
54;175;175;54;(54, 175);129;79
54;150;150;54;(54, 150);138;83
54;158;158;54;(54, 158);127;80
54;55;55;54;(54, 55);135;81
54;148;148;54;(54, 148);129;77
54;176;176;54;(54, 176);133;79
54;182;182;54;(54, 182);131;66
54;36;54;36;(54, 36);127;75
54;153;153;54;(54, 153);128;77
54;71;71;54;(54, 71);139;79
54;177;177;54;(54, 177);130;78
54;163;163;54;(54, 163);129;83
54;14;54;14;(54, 14);124;80
54;166;166;54;(54, 166);122;80
54;117;117;54;(54, 117);123;83
54;41;54;41;(54, 41);131;81
54;32;54;32;(54, 32);127;82
54;145;145;54;(54, 145);128;81
54;22;54;22;(54, 22);129;84
54;13;54;13;(54, 13);131;82
54;205;205;54;(54, 205);130;52
54;6;54;6;(54, 6);128;73
54;130;130;54;(54, 130);128;79
54;45;54;45;(54, 45);129;80
54;46;54;46;(54, 46);130;84
54;164;164;54;(54, 164);127;78
54;27;54;27;(54, 27);128;80
54;67;67;54;(54, 67);127;83
