A;B;mag1;mag2;couple_mag;union_product;commun_reappro1
140;176;176;140;(140, 176);132;76
140;182;182;140;(140, 182);136;60
140;36;140;36;(140, 36);131;73
140;153;153;140;(140, 153);134;76
140;71;140;71;(140, 71);136;76
140;177;177;140;(140, 177);133;74
140;163;163;140;(140, 163);135;77
140;14;140;14;(140, 14);131;77
140;166;166;140;(140, 166);131;77
140;117;140;117;(140, 117);136;76
140;41;140;41;(140, 41);132;77
140;32;140;32;(140, 32);132;77
140;145;145;140;(140, 145);132;77
140;22;140;22;(140, 22);135;77
140;13;140;13;(140, 13);132;77
140;205;205;140;(140, 205);132;52
140;6;140;6;(140, 6);131;71
140;130;140;130;(140, 130);133;76
140;45;140;45;(140, 45);131;76
140;46;140;46;(140, 46);135;77
140;164;164;140;(140, 164);131;76
140;27;140;27;(140, 27);132;76
140;67;140;67;(140, 67);134;77
140;12;140;12;(140, 12);134;76
140;112;140;112;(140, 112);132;76
140;154;154;140;(140, 154);134;77
140;162;162;140;(140, 162);134;77
140;76;140;76;(140, 76);138;75
140;3;140;3;(140, 3);133;77
140;84;140;84;(140, 84);133;76
140;179;179;140;(140, 179);130;76
140;152;152;140;(140, 152);136;69
140;61;140;61;(140, 61);138;77
140;63;140;63;(140, 63);132;73
140;142;142;140;(140, 142);132;77
140;191;191;140;(140, 191);132;76
140;10;140;10;(140, 10);136;76
140;89;140;89;(140, 89);134;73
140;187;187;140;(140, 187);132;76
140;174;174;140;(140, 174);131;76
140;297;297;140;(140, 297);131;76
140;39;140;39;(140, 39);132;76
140;185;185;140;(140, 185);133;77
140;115;140;115;(140, 115);131;76
140;78;140;78;(140, 78);131;75
140;4;140;4;(140, 4);131;76
140;189;189;140;(140, 189);132;77
140;199;199;140;(140, 199);131;77
140;25;140;25;(140, 25);130;76
140;51;140;51;(140, 51);134;74
140;294;294;140;(140, 294);132;77
140;298;298;140;(140, 298);132;77
140;146;146;140;(140, 146);131;76
140;59;140;59;(140, 59);133;76
140;30;140;30;(140, 30);132;77
140;159;159;140;(140, 159);133;76
140;23;140;23;(140, 23);136;77
140;26;140;26;(140, 26);131;76
140;72;140;72;(140, 72);132;77
140;155;155;140;(140, 155);134;77
140;18;140;18;(140, 18);131;76
140;88;140;88;(140, 88);135;76
140;194;194;140;(140, 194);132;76
140;180;180;140;(140, 180);131;76
140;293;293;140;(140, 293);132;77
140;173;173;140;(140, 173);133;77
77;167;167;77;(77, 167);114;78
77;135;135;77;(77, 135);114;79
77;81;81;77;(77, 81);130;79
77;50;77;50;(77, 50);113;79
77;168;168;77;(77, 168);124;80
77;196;196;77;(77, 196);113;53
77;183;183;77;(77, 183);113;79
77;116;116;77;(77, 116);122;79
77;186;186;77;(77, 186);119;80
77;184;184;77;(77, 184);116;80
77;178;178;77;(77, 178);112;79
77;188;188;77;(77, 188);110;79
77;157;157;77;(77, 157);115;80
77;54;77;54;(77, 54);129;80
77;15;77;15;(77, 15);118;79
77;156;156;77;(77, 156);134;76
77;11;77;11;(77, 11);111;80
77;73;77;73;(77, 73);115;79
77;169;169;77;(77, 169);112;80
77;16;77;16;(77, 16);120;76
77;64;77;64;(77, 64);111;77
77;56;77;56;(77, 56);111;79
77;47;77;47;(77, 47);113;80
77;193;193;77;(77, 193);116;79
77;29;77;29;(77, 29);126;79
77;151;151;77;(77, 151);129;78
77;175;175;77;(77, 175);115;79
77;150;150;77;(77, 150);137;80
77;158;158;77;(77, 158);111;80
77;55;77;55;(77, 55);127;79
77;148;148;77;(77, 148);116;77
77;176;176;77;(77, 176);125;79
77;182;182;77;(77, 182);123;63
77;36;77;36;(77, 36);115;75
77;153;153;77;(77, 153);118;76
77;71;77;71;(77, 71);136;79
77;177;177;77;(77, 177);119;77
77;163;163;77;(77, 163);118;80
77;14;77;14;(77, 14);114;79
77;166;166;77;(77, 166);112;80
77;117;117;77;(77, 117);119;79
77;41;77;41;(77, 41);118;80
77;32;77;32;(77, 32);114;80
77;145;145;77;(77, 145);114;80
77;22;77;22;(77, 22);120;80
77;13;77;13;(77, 13);116;80
77;205;205;77;(77, 205);116;52
77;6;77;6;(77, 6);112;73
77;130;130;77;(77, 130);116;79
77;45;77;45;(77, 45);114;79
77;46;77;46;(77, 46);119;80
77;164;164;77;(77, 164);115;78
77;27;77;27;(77, 27);113;79
77;67;77;67;(77, 67);114;80
77;12;77;12;(77, 12);117;79
77;112;112;77;(77, 112);113;78
77;154;154;77;(77, 154);118;80
77;162;162;77;(77, 162);118;80
77;76;77;76;(77, 76);128;75
77;3;77;3;(77, 3);116;80
77;84;84;77;(77, 84);130;79
77;179;179;77;(77, 179);123;78
77;152;152;77;(77, 152);117;69
77;61;77;61;(77, 61);129;78
77;63;77;63;(77, 63);115;73
77;142;142;77;(77, 142);120;79
77;191;191;77;(77, 191);118;76
77;10;77;10;(77, 10);120;79
77;89;89;77;(77, 89);132;76
77;187;187;77;(77, 187);115;79
77;174;174;77;(77, 174);114;79
77;297;297;77;(77, 297);117;79
77;39;77;39;(77, 39);115;79
77;185;185;77;(77, 185);118;80
77;115;115;77;(77, 115);113;79
77;78;78;77;(77, 78);112;78
77;4;77;4;(77, 4);113;78
77;189;189;77;(77, 189);128;80
77;199;199;77;(77, 199);113;80
77;25;77;25;(77, 25);111;79
77;51;77;51;(77, 51);116;77
77;294;294;77;(77, 294);119;80
77;298;298;77;(77, 298);116;79
77;146;146;77;(77, 146);117;76
77;59;77;59;(77, 59);117;79
77;30;77;30;(77, 30);113;80
77;159;159;77;(77, 159);116;79
77;23;77;23;(77, 23);130;80
77;26;77;26;(77, 26);111;78
77;72;77;72;(77, 72);117;80
77;155;155;77;(77, 155);118;80
77;18;77;18;(77, 18);115;79
77;88;88;77;(77, 88);133;79
77;194;194;77;(77, 194);115;78
77;180;180;77;(77, 180);115;79
77;293;293;77;(77, 293);124;78
77;173;173;77;(77, 173);123;80
167;135;167;135;(167, 135);113;78
167;81;167;81;(167, 81);131;78
167;50;167;50;(167, 50);112;78
167;168;168;167;(167, 168);125;78
167;196;196;167;(167, 196);114;51
167;183;183;167;(167, 183);111;78
167;116;167;116;(167, 116);120;78
167;186;186;167;(167, 186);121;78
167;184;184;167;(167, 184);116;78
167;178;178;167;(167, 178);112;78
167;188;188;167;(167, 188);111;78
167;157;167;157;(167, 157);115;78
167;54;167;54;(167, 54);127;78
167;15;167;15;(167, 15);118;78
167;156;167;156;(167, 156);134;75
167;11;167;11;(167, 11);112;78
167;73;167;73;(167, 73);117;78
167;169;169;167;(167, 169);113;78
167;16;167;16;(167, 16);120;74
167;64;167;64;(167, 64);111;75
167;56;167;56;(167, 56);111;78
167;47;167;47;(167, 47);113;78
167;193;193;167;(167, 193);117;78
167;29;167;29;(167, 29);128;78
167;151;167;151;(167, 151);129;77
167;175;175;167;(167, 175);114;77
167;150;167;150;(167, 150);138;78
167;158;167;158;(167, 158);111;78
167;55;167;55;(167, 55);128;78
167;148;167;148;(167, 148);114;76
167;176;176;167;(167, 176);126;78
167;182;182;167;(167, 182);125;61
167;36;167;36;(167, 36);113;73
167;153;167;153;(167, 153);117;75
167;71;167;71;(167, 71);136;78
167;177;177;167;(167, 177);118;76
167;163;167;163;(167, 163);119;78
167;14;167;14;(167, 14);113;77
167;166;167;166;(167, 166);112;78
167;117;167;117;(167, 117);117;78
167;41;167;41;(167, 41);117;78
167;32;167;32;(167, 32);115;78
167;145;167;145;(167, 145);112;78
167;22;167;22;(167, 22);118;78
167;13;167;13;(167, 13);117;78
167;205;205;167;(167, 205);115;51
167;6;167;6;(167, 6);113;72
167;130;167;130;(167, 130);116;78
167;45;167;45;(167, 45);115;77
167;46;167;46;(167, 46);118;78
167;164;167;164;(167, 164);114;76
167;27;167;27;(167, 27);113;78
167;67;167;67;(167, 67);114;78
167;12;167;12;(167, 12);117;78
167;112;167;112;(167, 112);113;77
167;154;167;154;(167, 154);116;78
167;162;167;162;(167, 162);119;78
167;76;167;76;(167, 76);129;74
167;3;167;3;(167, 3);115;78
167;84;167;84;(167, 84);131;77
167;179;179;167;(167, 179);124;77
167;152;167;152;(167, 152);116;68
167;61;167;61;(167, 61);129;76
167;63;167;63;(167, 63);115;72
167;142;167;142;(167, 142);121;77
167;191;191;167;(167, 191);116;75
167;10;167;10;(167, 10);120;78
167;89;167;89;(167, 89);132;75
167;187;187;167;(167, 187);116;78
167;174;174;167;(167, 174);114;78
167;297;297;167;(167, 297);117;78
167;39;167;39;(167, 39);114;78
167;185;185;167;(167, 185);116;78
167;115;167;115;(167, 115);115;78
167;78;167;78;(167, 78);112;77
167;4;167;4;(167, 4);114;77
167;189;189;167;(167, 189);128;78
167;199;199;167;(167, 199);112;78
167;25;167;25;(167, 25);111;78
167;51;167;51;(167, 51);117;76
167;294;294;167;(167, 294);117;78
167;298;298;167;(167, 298);115;77
167;146;167;146;(167, 146);118;75
167;59;167;59;(167, 59);116;78
167;30;167;30;(167, 30);114;78
167;159;167;159;(167, 159);115;78
167;23;167;23;(167, 23);132;78
167;26;167;26;(167, 26);111;77
167;72;167;72;(167, 72);116;78
167;155;167;155;(167, 155);119;78
167;18;167;18;(167, 18);113;78
167;88;167;88;(167, 88);133;78
167;194;194;167;(167, 194);113;77
167;180;180;167;(167, 180);113;78
167;293;293;167;(167, 293);125;76
167;173;173;167;(167, 173);126;78
135;81;135;81;(135, 81);133;79
135;50;135;50;(135, 50);109;79
135;168;168;135;(135, 168);127;79
135;196;196;135;(135, 196);112;52
135;183;183;135;(135, 183);110;79
135;116;135;116;(135, 116);121;79
135;186;186;135;(135, 186);118;79
135;184;184;135;(135, 184);112;79
135;178;178;135;(135, 178);112;79
135;188;188;135;(135, 188);112;79
135;157;157;135;(135, 157);116;79
135;54;135;54;(135, 54);129;79
135;15;135;15;(135, 15);119;79
135;156;156;135;(135, 156);134;76
135;11;135;11;(135, 11);109;79
135;73;135;73;(135, 73);114;79
135;169;169;135;(135, 169);111;79
135;16;135;16;(135, 16);121;75
135;64;135;64;(135, 64);112;76
135;56;135;56;(135, 56);110;79
135;47;135;47;(135, 47);112;79
135;193;193;135;(135, 193);116;79
135;29;135;29;(135, 29);129;79
135;151;151;135;(135, 151);128;78
135;175;175;135;(135, 175);114;78
135;150;150;135;(135, 150);139;79
135;158;158;135;(135, 158);109;79
135;55;135;55;(135, 55);127;79
135;148;148;135;(135, 148);113;77
135;176;176;135;(135, 176);128;79
135;182;182;135;(135, 182);124;62
135;36;135;36;(135, 36);114;74
135;153;153;135;(135, 153);116;76
135;71;135;71;(135, 71);136;79
135;177;177;135;(135, 177);118;77
135;163;163;135;(135, 163);119;79
135;14;135;14;(135, 14);111;78
135;166;166;135;(135, 166);112;79
135;117;135;117;(135, 117);115;79
135;41;135;41;(135, 41);116;79
135;32;135;32;(135, 32);114;79
135;145;145;135;(135, 145);113;79
135;22;135;22;(135, 22);119;79
135;13;135;13;(135, 13);116;79
135;205;205;135;(135, 205);114;52
135;6;135;6;(135, 6);112;73
135;130;135;130;(135, 130);113;79
135;45;135;45;(135, 45);112;78
135;46;135;46;(135, 46);118;79
135;164;164;135;(135, 164);111;77
135;27;135;27;(135, 27);114;79
135;67;135;67;(135, 67);114;79
135;12;135;12;(135, 12);114;79
135;112;135;112;(135, 112);114;78
135;154;154;135;(135, 154);116;79
135;162;162;135;(135, 162);118;79
135;76;135;76;(135, 76);127;75
135;3;135;3;(135, 3);113;79
135;84;135;84;(135, 84);130;78
135;179;179;135;(135, 179);123;78
135;152;152;135;(135, 152);114;69
135;61;135;61;(135, 61);127;77
135;63;135;63;(135, 63);112;73
135;142;142;135;(135, 142);120;78
135;191;191;135;(135, 191);116;76
135;10;135;10;(135, 10);116;79
135;89;135;89;(135, 89);131;76
135;187;187;135;(135, 187);116;79
135;174;174;135;(135, 174);113;79
135;297;297;135;(135, 297);116;80
135;39;135;39;(135, 39);113;79
135;185;185;135;(135, 185);117;79
135;115;135;115;(135, 115);115;79
135;78;135;78;(135, 78);110;78
135;4;135;4;(135, 4);114;78
135;189;189;135;(135, 189);129;79
135;199;199;135;(135, 199);111;79
135;25;135;25;(135, 25);109;79
135;51;135;51;(135, 51);114;77
135;294;294;135;(135, 294);117;79
135;298;298;135;(135, 298);114;78
135;146;146;135;(135, 146);117;76
135;59;135;59;(135, 59);117;79
135;30;135;30;(135, 30);111;79
135;159;159;135;(135, 159);111;79
135;23;135;23;(135, 23);130;79
135;26;135;26;(135, 26);112;78
135;72;135;72;(135, 72);116;79
135;155;155;135;(135, 155);118;79
135;18;135;18;(135, 18);111;79
135;88;135;88;(135, 88);133;79
135;194;194;135;(135, 194);114;78
135;180;180;135;(135, 180);113;79
135;293;293;135;(135, 293);124;77
135;173;173;135;(135, 173);125;79
81;50;81;50;(81, 50);131;79
81;168;168;81;(81, 168);131;79
81;196;196;81;(81, 196);121;52
81;183;183;81;(81, 183);130;79
81;116;116;81;(81, 116);133;79
81;186;186;81;(81, 186);137;80
81;184;184;81;(81, 184);131;79
81;178;178;81;(81, 178);129;79
81;188;188;81;(81, 188);125;79
81;157;157;81;(81, 157);130;81
81;54;81;54;(81, 54);133;79
81;15;81;15;(81, 15);132;79
81;156;156;81;(81, 156);140;78
81;11;81;11;(81, 11);127;79
81;73;81;73;(81, 73);128;79
81;169;169;81;(81, 169);126;79
81;16;81;16;(81, 16);127;77
81;64;81;64;(81, 64);128;76
81;56;81;56;(81, 56);126;79
81;47;81;47;(81, 47);130;79
81;193;193;81;(81, 193);133;79
81;29;81;29;(81, 29);132;79
81;151;151;81;(81, 151);136;78
81;175;175;81;(81, 175);130;80
81;150;150;81;(81, 150);137;79
81;158;158;81;(81, 158);128;79
81;55;81;55;(81, 55);133;79
81;148;148;81;(81, 148);133;77
81;176;176;81;(81, 176);130;80
81;182;182;81;(81, 182);136;62
81;36;81;36;(81, 36);131;74
81;153;153;81;(81, 153);136;76
81;71;81;71;(81, 71);138;79
81;177;177;81;(81, 177);134;79
81;163;163;81;(81, 163);135;79
81;14;81;14;(81, 14);128;78
81;166;166;81;(81, 166);124;79
81;117;117;81;(81, 117);130;79
81;41;81;41;(81, 41);135;79
81;32;81;32;(81, 32);128;79
81;145;145;81;(81, 145);131;79
81;22;81;22;(81, 22);136;79
81;13;81;13;(81, 13);133;80
81;205;205;81;(81, 205);132;52
81;6;81;6;(81, 6);130;73
81;130;130;81;(81, 130);131;79
81;45;81;45;(81, 45);131;78
81;46;81;46;(81, 46);136;79
81;164;164;81;(81, 164);130;77
81;27;81;27;(81, 27);127;81
81;67;81;67;(81, 67);132;79
81;12;81;12;(81, 12);133;79
81;112;112;81;(81, 112);128;78
81;154;154;81;(81, 154);133;79
81;162;162;81;(81, 162);135;79
81;76;81;76;(81, 76);134;75
81;3;81;3;(81, 3);135;79
81;84;84;81;(81, 84);138;78
81;179;179;81;(81, 179);125;78
81;152;152;81;(81, 152);130;69
81;61;81;61;(81, 61);137;77
81;63;81;63;(81, 63);128;73
81;142;142;81;(81, 142);128;78
81;191;191;81;(81, 191);132;76
81;10;81;10;(81, 10);140;79
81;89;89;81;(81, 89);138;77
81;187;187;81;(81, 187);130;79
81;174;174;81;(81, 174);130;79
81;297;297;81;(81, 297);133;80
81;39;81;39;(81, 39);130;79
81;185;185;81;(81, 185);134;79
81;115;115;81;(81, 115);132;80
81;78;81;78;(81, 78);127;78
81;4;81;4;(81, 4);130;78
81;189;189;81;(81, 189);132;79
81;199;199;81;(81, 199);129;79
81;25;81;25;(81, 25);126;79
81;51;81;51;(81, 51);133;77
81;294;294;81;(81, 294);133;79
81;298;298;81;(81, 298);134;79
81;146;146;81;(81, 146);135;76
81;59;81;59;(81, 59);124;79
81;30;81;30;(81, 30);132;79
81;159;159;81;(81, 159);135;79
81;23;81;23;(81, 23);136;79
81;26;81;26;(81, 26);128;78
81;72;81;72;(81, 72);133;80
81;155;155;81;(81, 155);135;79
81;18;81;18;(81, 18);132;79
81;88;88;81;(81, 88);139;79
81;194;194;81;(81, 194);130;78
81;180;180;81;(81, 180);133;79
81;293;293;81;(81, 293);128;78
81;173;173;81;(81, 173);130;80
50;168;168;50;(50, 168);126;79
50;196;196;50;(50, 196);109;52
50;183;183;50;(50, 183);109;79
50;116;116;50;(50, 116);120;79
50;186;186;50;(50, 186);117;79
50;184;184;50;(50, 184);112;79
50;178;178;50;(50, 178);112;79
50;188;188;50;(50, 188);111;79
50;157;157;50;(50, 157);115;79
50;54;54;50;(50, 54);128;79
50;15;50;15;(50, 15);118;79
50;156;156;50;(50, 156);134;76
50;11;50;11;(50, 11);107;79
50;73;73;50;(50, 73);113;79
50;169;169;50;(50, 169);110;79
50;16;50;16;(50, 16);119;75
50;64;64;50;(50, 64);111;76
50;56;56;50;(50, 56);108;79
50;47;50;47;(50, 47);111;79
50;193;193;50;(50, 193);116;79
50;29;50;29;(50, 29);128;79
50;151;151;50;(50, 151);128;78
50;175;175;50;(50, 175);114;78
50;150;150;50;(50, 150);139;79
50;158;158;50;(50, 158);108;79
50;55;55;50;(50, 55);126;79
50;148;148;50;(50, 148);113;77
50;176;176;50;(50, 176);127;79
50;182;182;50;(50, 182);123;62
50;36;50;36;(50, 36);113;74
50;153;153;50;(50, 153);115;76
50;71;71;50;(50, 71);136;79
50;177;177;50;(50, 177);117;77
50;163;163;50;(50, 163);118;79
50;14;50;14;(50, 14);110;78
50;166;166;50;(50, 166);111;79
50;117;117;50;(50, 117);112;79
50;41;50;41;(50, 41);116;79
50;32;50;32;(50, 32);114;79
50;145;145;50;(50, 145);112;79
50;22;50;22;(50, 22);118;79
50;13;50;13;(50, 13);116;79
50;205;205;50;(50, 205);114;52
50;6;50;6;(50, 6);111;73
50;130;130;50;(50, 130);112;79
50;45;50;45;(50, 45);109;78
50;46;50;46;(50, 46);117;79
50;164;164;50;(50, 164);110;77
50;27;50;27;(50, 27);113;79
50;67;67;50;(50, 67);113;79
50;12;50;12;(50, 12);113;79
50;112;112;50;(50, 112);113;78
50;154;154;50;(50, 154);116;79
50;162;162;50;(50, 162);118;79
50;76;76;50;(50, 76);125;75
50;3;50;3;(50, 3);113;79
50;84;84;50;(50, 84);130;78
50;179;179;50;(50, 179);122;78
50;152;152;50;(50, 152);113;69
50;61;61;50;(50, 61);126;77
50;63;63;50;(50, 63);111;73
50;142;142;50;(50, 142);117;78
50;191;191;50;(50, 191);116;76
50;10;50;10;(50, 10);116;79
50;89;89;50;(50, 89);131;76
50;187;187;50;(50, 187);115;79
50;174;174;50;(50, 174);113;79
50;297;297;50;(50, 297);116;79
50;39;50;39;(50, 39);113;79
50;185;185;50;(50, 185);116;79
50;115;115;50;(50, 115);114;79
50;78;78;50;(50, 78);107;78
50;4;50;4;(50, 4);113;78
50;189;189;50;(50, 189);128;79
50;199;199;50;(50, 199);109;79
50;25;50;25;(50, 25);106;79
50;51;51;50;(50, 51);113;77
50;294;294;50;(50, 294);117;79
50;298;298;50;(50, 298);114;78
50;146;146;50;(50, 146);117;76
50;59;59;50;(50, 59);116;79
50;30;50;30;(50, 30);111;79
50;159;159;50;(50, 159);111;79
50;23;50;23;(50, 23);129;79
50;26;50;26;(50, 26);111;78
50;72;72;50;(50, 72);115;79
50;155;155;50;(50, 155);118;79
50;18;50;18;(50, 18);108;79
50;88;88;50;(50, 88);133;79
50;194;194;50;(50, 194);113;78
50;180;180;50;(50, 180);112;79
50;293;293;50;(50, 293);123;77
50;173;173;50;(50, 173);124;79
168;196;196;168;(168, 196);125;54
168;183;183;168;(168, 183);124;79
168;116;168;116;(168, 116);130;82
168;186;186;168;(168, 186);130;81
168;184;184;168;(168, 184);130;80
168;178;178;168;(168, 178);123;79
168;188;188;168;(168, 188);122;79
168;157;168;157;(168, 157);126;81
168;54;168;54;(168, 54);132;85
168;15;168;15;(168, 15);126;83
168;156;168;156;(168, 156);139;76
168;11;168;11;(168, 11);124;82
168;73;168;73;(168, 73);129;79
168;169;169;168;(168, 169);124;80
168;16;168;16;(168, 16);126;77
168;64;168;64;(168, 64);122;79
168;56;168;56;(168, 56);122;80
168;47;168;47;(168, 47);125;81
168;193;193;168;(168, 193);129;79
168;29;168;29;(168, 29);129;79
168;151;168;151;(168, 151);132;80
168;175;175;168;(168, 175);126;79
168;150;168;150;(168, 150);135;83
168;158;168;158;(168, 158);122;80
168;55;168;55;(168, 55);131;80
168;148;168;148;(168, 148);127;77
168;176;176;168;(168, 176);126;79
168;182;182;168;(168, 182);131;66
168;36;168;36;(168, 36);126;75
168;153;168;153;(168, 153);130;77
168;71;168;71;(168, 71);139;79
168;177;177;168;(168, 177);132;78
168;163;168;163;(168, 163);128;83
168;14;168;14;(168, 14);127;80
168;166;168;166;(168, 166);123;80
168;117;168;117;(168, 117);128;83
168;41;168;41;(168, 41);131;81
168;32;168;32;(168, 32);127;82
168;145;168;145;(168, 145);125;81
168;22;168;22;(168, 22);129;84
168;13;168;13;(168, 13);129;82
168;205;205;168;(168, 205);129;52
168;6;168;6;(168, 6);125;73
168;130;168;130;(168, 130);129;79
168;45;168;45;(168, 45);127;80
168;46;168;46;(168, 46);129;84
168;164;168;164;(168, 164);127;78
168;27;168;27;(168, 27);124;80
168;67;168;67;(168, 67);123;83
168;12;168;12;(168, 12);128;82
168;112;168;112;(168, 112);124;79
168;154;168;154;(168, 154);129;81
168;162;168;162;(168, 162);131;80
168;76;168;76;(168, 76);133;75
168;3;168;3;(168, 3);129;82
168;84;168;84;(168, 84);130;82
168;179;179;168;(168, 179);125;78
168;152;168;152;(168, 152);126;72
168;61;168;61;(168, 61);134;78
168;63;168;63;(168, 63);127;73
168;142;168;142;(168, 142);126;81
168;191;191;168;(168, 191);129;77
168;10;168;10;(168, 10);131;82
168;89;168;89;(168, 89);135;76
168;187;187;168;(168, 187);128;79
168;174;174;168;(168, 174);125;79
168;297;297;168;(168, 297);130;79
168;39;168;39;(168, 39);128;79
168;185;185;168;(168, 185);127;82
168;115;168;115;(168, 115);127;79
168;78;168;78;(168, 78);123;78
168;4;168;4;(168, 4);126;78
168;189;189;168;(168, 189);129;82
168;199;199;168;(168, 199);124;82
168;25;168;25;(168, 25);122;79
168;51;168;51;(168, 51);126;81
168;294;294;168;(168, 294);130;82
168;298;298;168;(168, 298);129;79
168;146;168;146;(168, 146);130;76
168;59;168;59;(168, 59);125;79
168;30;168;30;(168, 30);125;83
168;159;168;159;(168, 159);129;79
168;23;168;23;(168, 23);130;84
168;26;168;26;(168, 26);122;78
168;72;168;72;(168, 72);129;80
168;155;168;155;(168, 155);131;80
168;18;168;18;(168, 18);127;79
168;88;168;88;(168, 88);133;82
168;194;194;168;(168, 194);126;78
168;180;180;168;(168, 180);127;79
168;293;293;168;(168, 293);125;80
168;173;173;168;(168, 173);130;81
196;183;196;183;(196, 183);110;52
196;116;196;116;(196, 116);118;52
196;186;196;186;(196, 186);116;54
196;184;196;184;(196, 184);106;53
196;178;196;178;(196, 178);109;52
196;188;196;188;(196, 188);103;52
196;157;196;157;(196, 157);112;54
196;54;196;54;(196, 54);123;54
196;15;196;15;(196, 15);114;53
196;156;196;156;(196, 156);134;52
196;11;196;11;(196, 11);105;54
196;73;196;73;(196, 73);104;52
196;169;196;169;(196, 169);102;53
196;16;196;16;(196, 16);113;50
196;64;196;64;(196, 64);110;54
196;56;196;56;(196, 56);106;52
196;47;196;47;(196, 47);110;53
196;193;196;193;(196, 193);116;52
196;29;196;29;(196, 29);128;52
196;151;196;151;(196, 151);131;53
196;175;196;175;(196, 175);110;53
196;150;196;150;(196, 150);135;53
196;158;196;158;(196, 158);107;53
196;55;196;55;(196, 55);125;52
196;148;196;148;(196, 148);114;52
196;176;196;176;(196, 176);125;52
196;182;196;182;(196, 182);121;50
196;36;196;36;(196, 36);112;51
196;153;196;153;(196, 153);114;52
196;71;196;71;(196, 71);136;52
196;177;196;177;(196, 177);117;52
196;163;196;163;(196, 163);117;53
196;14;196;14;(196, 14);105;54
196;166;196;166;(196, 166);102;53
196;117;196;117;(196, 117);107;53
196;41;196;41;(196, 41);118;53
196;32;196;32;(196, 32);109;54
196;145;196;145;(196, 145);113;53
196;22;196;22;(196, 22);119;54
196;13;196;13;(196, 13);116;54
196;205;205;196;(196, 205);111;44
196;6;196;6;(196, 6);110;48
196;130;196;130;(196, 130);107;52
196;45;196;45;(196, 45);109;52
196;46;196;46;(196, 46);119;54
196;164;196;164;(196, 164);108;52
196;27;196;27;(196, 27);110;53
196;67;196;67;(196, 67);113;53
196;12;196;12;(196, 12);109;52
196;112;196;112;(196, 112);111;52
196;154;196;154;(196, 154);116;54
196;162;196;162;(196, 162);118;53
196;76;196;76;(196, 76);124;52
196;3;196;3;(196, 3);115;54
196;84;196;84;(196, 84);130;53
196;179;196;179;(196, 179);111;52
196;152;196;152;(196, 152);105;48
196;61;196;61;(196, 61);127;53
196;63;196;63;(196, 63);103;51
196;142;196;142;(196, 142);113;54
196;191;196;191;(196, 191);115;52
196;10;196;10;(196, 10);118;52
196;89;196;89;(196, 89);132;51
196;187;196;187;(196, 187);110;52
196;174;196;174;(196, 174);113;52
196;297;297;196;(196, 297);116;52
196;39;196;39;(196, 39);110;52
196;185;196;185;(196, 185);117;53
196;115;196;115;(196, 115);114;52
196;78;196;78;(196, 78);105;51
196;4;196;4;(196, 4);113;52
196;189;196;189;(196, 189);126;54
196;199;199;196;(196, 199);109;54
196;25;196;25;(196, 25);102;52
196;51;196;51;(196, 51);110;52
196;294;294;196;(196, 294);119;54
196;298;298;196;(196, 298);117;53
196;146;196;146;(196, 146);118;52
196;59;196;59;(196, 59);108;52
196;30;196;30;(196, 30);112;54
196;159;196;159;(196, 159);114;52
196;23;196;23;(196, 23);130;53
196;26;196;26;(196, 26);110;52
196;72;196;72;(196, 72);116;53
196;155;196;155;(196, 155);118;53
196;18;196;18;(196, 18);110;52
196;88;196;88;(196, 88);135;52
196;194;196;194;(196, 194);110;52
196;180;196;180;(196, 180);114;52
196;293;293;196;(196, 293);119;54
196;173;196;173;(196, 173);121;53
183;116;183;116;(183, 116);118;79
183;186;186;183;(183, 186);118;79
183;184;184;183;(183, 184);113;79
183;178;183;178;(183, 178);110;79
183;188;188;183;(183, 188);109;79
183;157;183;157;(183, 157);113;79
183;54;183;54;(183, 54);127;79
183;15;183;15;(183, 15);116;79
183;156;183;156;(183, 156);134;76
183;11;183;11;(183, 11);109;79
183;73;183;73;(183, 73);114;79
183;169;183;169;(183, 169);109;79
183;16;183;16;(183, 16);118;75
183;64;183;64;(183, 64);109;76
183;56;183;56;(183, 56);108;79
183;47;183;47;(183, 47);111;79
183;193;193;183;(183, 193);116;79
183;29;183;29;(183, 29);128;79
183;151;183;151;(183, 151);128;78
183;175;183;175;(183, 175);112;78
183;150;183;150;(183, 150);137;79
183;158;183;158;(183, 158);107;79
183;55;183;55;(183, 55);127;79
183;148;183;148;(183, 148);111;77
183;176;183;176;(183, 176);125;79
183;182;183;182;(183, 182);124;62
183;36;183;36;(183, 36);111;74
183;153;183;153;(183, 153);115;76
183;71;183;71;(183, 71);136;79
183;177;183;177;(183, 177);117;77
183;163;183;163;(183, 163);118;79
183;14;183;14;(183, 14);110;78
183;166;183;166;(183, 166);110;79
183;117;183;117;(183, 117);114;79
183;41;183;41;(183, 41);116;79
183;32;183;32;(183, 32);114;79
183;145;183;145;(183, 145);110;79
183;22;183;22;(183, 22);117;79
183;13;183;13;(183, 13);116;79
183;205;205;183;(183, 205);114;52
183;6;183;6;(183, 6);111;73
183;130;183;130;(183, 130);113;79
183;45;183;45;(183, 45);112;78
183;46;183;46;(183, 46);117;79
183;164;183;164;(183, 164);110;77
183;27;183;27;(183, 27);111;79
183;67;183;67;(183, 67);112;79
183;12;183;12;(183, 12);114;79
183;112;183;112;(183, 112);111;78
183;154;183;154;(183, 154);114;79
183;162;183;162;(183, 162);118;79
183;76;183;76;(183, 76);127;75
